job_id,job_title,institution,department,location,posted_date,full_part_time,regular_temporary,salary,location_detail,about_us,job_summary,responsibilities,required_qualifications,preferred_qualifications,knowledge_skills_abilities,other_information,background_check,extra_sections,apply_link,posting_url,scraped_at
296678,Associate Director - Capital Planning & Space Management,,Planning and Design Services,"Atlanta, Georgia",04/07/2026,Full-Time,Regular,"Salary: $127,257.00 - $138,000.00","Atlanta, Georgia","Overview Georgia Tech prides itself on its technological resources, collaborations, high-quality student body, and its commitment to building an outstanding and diverse community of learning, discovery, and creation. We strongly encourage applicants whose values align with our institutional values, as outlined in our Strategic Plan . These values include academic excellence, diversity of thought and experience, inquiry and innovation, collaboration and community, and ethical behavior and stewardship. Georgia Tech has policies to promote a healthy work-life balance and is aware that attracting faculty may require meeting the needs of two careers. About Georgia Tech Georgia Tech is a top-ranked public research university situated in the heart of Atlanta, a diverse and vibrant city with numerous economic and cultural strengths. The Institute serves more than 45,000 students through top-ranked undergraduate, graduate, and executive programs in engineering, computing, science, business, design, and liberal arts. Georgia Tech's faculty attracted more than $1.4 billion in research awards this past year in fields ranging from biomedical technology to artificial intelligence, energy, sustainability, semiconductors, neuroscience, and national security. Georgia Tech ranks among the nation's top 20 universities for research and development spending and No. 1 among institutions without a medical school. Georgia Tech's Mission and Values Georgia Tech's mission is to develop leaders who advance technology and improve the human condition. The Institute has nine key values that are foundational to everything we do: 1. Students are our top priority. 2. We strive for excellence. 3. We thrive on diversity. 4. We celebrate collaboration. 5. We champion innovation. 6. We safeguard freedom of inquiry and expression. 7. We nurture the wellbeing of our community. 8. We act ethically. 9. We are responsible stewards. Over the next decade, Georgia Tech will become an example of inclusive innovation, a leading technological research university of unmatched scale, relentlessly committed to serving the public good; breaking new ground in addressing the biggest local, national, and global challenges and opportunities of our time; making technology broadly accessible; and developing exceptional, principled leaders from all backgrounds ready to produce novel ideas and create solutions with real human impact.","Provide leadership and decision support on all aspects of the capital and academic planning process. Work on all units of Georgia Tech and its affiliate organizations in developing and advancing the Campus Master Plan and Campus Visioning. Collaborate on the development of the Comprehensive Sustainability Initiatives and the Strategic Plan of the Institute. This position will interact on a regular basis with: unit and department colleagues, colleges, schools, research centers, and other academic and administrative units This position typically will advise and counsel: Institute leadership This position will supervise: NA","Job Duty 1 - Lead the capital planning portfolio; align proposals with the Campus Master Plan, Strategic Plan, budgets, and schedules. Job Duty 2 - Direct space management: maintain inventory, conduct utilization studies, set standards, and recommend allocations. Job Duty 3 - Develop pre programming and visioning; define scope, options, and cost/schedule estimates for executive decisions. Job Duty 4 - Advise the Institute Architect(s) for PDC; brief executive leaders; prepare materials for EPDC/PDC and the Georgia Tech Foundation. Job Duty 5 - Coordinate consultants and facilities project managers for capital and non capital renovations and new construction. Job Duty 6 - Manage governance and reporting to the Board of Regents and GSFIC; ensure policy, data, and documentation compliance. Job Duty 7 - Engage stakeholders across colleges, schools, and units; facilitate programming and planning meetings and charrettes. Job Duty 8 - Provide strong leadership to the planning and space management team by setting goals, coaching and developing staff, managing performance, building functional expertise, and promoting a collaborative, service-oriented culture. Job Duty 9 - Advance sustainability, resilience, accessibility, and life cycle stewardship in capital and space strategies. Job Duty 10 - Perform other duties as assigned.","Educational Requirements Bachelor's Degree in Architecture, Landscape Architecture, Engineering, Planning or related field, or equivalent combination of education and experience Required Experience Six - Eight years of job related experience, with two years of supervisory experience.","Additional Preferred Qualifications Licensed Professional (Architect, Landscape Architect, Engineer) Preferred knowledge and skills associated with this job include: Knowledge about college and university organizations and leadership, knowledge about best practices related to the pre-planning, planning, programming, design and construction practices including budgets and schedules, and space planning in a university setting, and the ability to multitask and consistently complete and follow-through on multiple projects and work-related duties Anyone that has strong job leadership experience. Two years of supervisory experience.","SKILLS This job requires: Excellent listening skills, effective verbal and written communication skills, and the ability to successfully work in a collaborative and collegial team environment.","This is a supervisory position. This position does not have any financial responsibilities. This position will not be required to drive. This role is not considered a position of trust. This position does not require a purchasing card (P-Card). This position will not travel This position does require security clearance. Job Grade: A14 Salary Range: $127,257.00 - $138,000.00 Salary will commensurate with experience and education Location: Atlanta, GA",Successful candidate must be able to pass a background check. Please visit http://policylibrary.gatech.edu/employment/pre-employment-screening,,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=296678&PostingSeq=1,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=296678&PostingSeq=1,2026-04-07T18:40:06.672671+00:00
297051,Admin Professional II,,Student Life- Mental Health Ct,"Atlanta, Georgia",04/07/2026,Full-Time,Regular,,"Atlanta, Georgia","Overview Georgia Tech prides itself on its technological resources, collaborations, high-quality student body, and its commitment to building an outstanding and diverse community of learning, discovery, and creation. We strongly encourage applicants whose values align with our institutional values, as outlined in our Strategic Plan. These values include academic excellence, diversity of thought and experience, inquiry and innovation, collaboration and community, and ethical behavior and stewardship. Georgia Tech has policies to promote a healthy work-life balance and is aware that attracting faculty may require meeting the needs of two careers. About Georgia Tech Georgia Tech is a top-ranked public research university situated in the heart of Atlanta, a diverse and vibrant city with numerous economic and cultural strengths. The Institute serves more than 45,000 students through top-ranked undergraduate, graduate, and executive programs in engineering, computing, science, business, design, and liberal arts. Georgia Tech's faculty attracted more than $1.4 billion in research awards this past year in fields ranging from biomedical technology to artificial intelligence, energy, sustainability, semiconductors, neuroscience, and national security. Georgia Tech ranks among the nation's top 20 universities for research and development spending and No. 1 among institutions without a medical school. Georgia Tech's Mission and Values Georgia Tech's mission is to develop leaders who advance technology and improve the human condition. The Institute has nine key values that are foundational to everything we do: 1. Students are our top priority. 2. We strive for excellence. 3. We thrive on diversity. 4. We celebrate collaboration. 5. We champion innovation. 6. We safeguard freedom of inquiry and expression. 7. We nurture the well-being of our community. 8. We act ethically. 9. We are responsible stewards. Over the next decade, Georgia Tech will become an example of inclusive innovation, a leading technological research university of unmatched scale, relentlessly committed to serving the public good; breaking new ground in addressing the biggest local, national, and global challenges and opportunities of our time; making technology broadly accessible; and developing exceptional, principled leaders from all backgrounds ready to produce novel ideas and create solutions with real human impact. Department Information The goal of the Center for Mental Health Care and Resources is to provide Georgia Tech students with accessible, timely, and high-quality counseling and other mental health services. We work with all students who visit us to develop an individualized care plan based on your unique needs. Our staff of case managers and counselors all specialize in mental health concerns that affect college students. We provide all students with evidence-based and data-driven interventions to help them to improve their functioning and get back on track with their personal, social, and academic goals.","Provide office support services within a campus unit to include organizing and preparing correspondence, reports and other documentation; scheduling meetings and events; file maintenance, and related administrative activities. This position will interact on a consistent basis with: unit management and staff, vendors and office visitors. This position typically will advise and counsel: N/A. This position will supervise: N/A","Job Duty 1 - Compose routine correspondence; prepare and route correspondence, reports and other documentation. Job Duty 2 - Compile and organize data for use in reports. Job Duty 3 - Schedule and make arrangements for meetings and other events. Job Duty 4 - Make travel arrangements for unit staff management and staff as directed. Job Duty 5 - Maintain office supplies inventory. Job Duty 6 - Maintain filing system. Job Duty 7 - Receive and refer phone calls; greet and direct office visitors. Job Duty 8 - Perform other duties as assigned","Educational Requirements High school diploma, GED Certificate or Vocational School Diploma Required Experience Two to three years of job related experience",,"SKILLS This job requires skills in general office administration to include document preparation and processing, records management, event planning and organization. Skill in basic and advanced office related computer applications is required.","Salary range: $43,000.00 - $46,000.00 (commensurate with experience) Location: Atlanta, GA Job grade: A4A This is not a supervisory position. This position does not have any financial responsibilities. This position will not be required to drive. This role is not considered a position of trust. This position does not require a purchasing card (P-Card). This position will not travel This position does not require security clearance.",A successful candidate must be able to pass a background check. Please visit http://policylibrary.gatech.edu/employment/pre-employment-screening,,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297051&PostingSeq=1,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297051&PostingSeq=1,2026-04-07T18:40:07.108932+00:00
296503,Administrative Operations Coordinator,,GTRI-Sensors Elec (GTRI-SEAL),"Cobb County, Georgia",04/07/2026,Full-Time,Regular,,"Cobb County, Georgia","Overview Georgia Tech prides itself on its technological resources, collaborations, high-quality student body, and its commitment to building an outstanding and diverse community of learning, discovery, and creation. We strongly encourage applicants whose values align with our institutional values, as outlined in our Strategic Plan. These values include academic excellence, diversity of thought and experience, inquiry and innovation, collaboration and community, and ethical behavior and stewardship. Georgia Tech has policies to promote a healthy work-life balance and is aware that attracting faculty may require meeting the needs of two careers. About Georgia Tech Georgia Tech is a top-ranked public research university situated in the heart of Atlanta, a diverse and vibrant city with numerous economic and cultural strengths. The Institute serves more than 45,000 students through top-ranked undergraduate, graduate, and executive programs in engineering, computing, science, business, design, and liberal arts. Georgia Tech's faculty attracted more than $1.4 billion in research awards this past year in fields ranging from biomedical technology to artificial intelligence, energy, sustainability, semiconductors, neuroscience, and national security. Georgia Tech ranks among the nation's top 20 universities for research and development spending and No. 1 among institutions without a medical school. Georgia Tech's Mission and Values Georgia Tech's mission is to develop leaders who advance technology and improve the human condition. The Institute has nine key values that are foundational to everything we do: 1. Students are our top priority. 2. We strive for excellence. 3. We thrive on diversity. 4. We celebrate collaboration. 5. We champion innovation. 6. We safeguard freedom of inquiry and expression. 7. We nurture the wellbeing of our community. 8. We act ethically. 9. We are responsible stewards. Over the next decade, Georgia Tech will become an example of inclusive innovation, a leading technological research university of unmatched scale, relentlessly committed to serving the public good; breaking new ground in addressing the biggest local, national, and global challenges and opportunities of our time; making technology broadly accessible; and developing exceptional, principled leaders from all backgrounds ready to produce novel ideas and create solutions with real human impact.","Coordinate administrative and building operations support services within an assigned unit. Areas of involvement typically include financial records and reports, budget administration, administrative policies and procedures maintenance and building support services. This position will interact on a consistent basis with: unit management and staff, vendors/contractors and visitors. This position typically will advise and counsel: unit management and staff.","Job Duty 1 - Provide support in unit and or project budget administration; maintain budget related records and generate reports. Job Duty 2 - Process purchasing related records and transactions; maintain inventory records. Job Duty 3 - Coordinate building operations maintenance which typically includes building access control. Job Duty 4 - Coordinate delivery, installation and inter-office movement of furniture and equipment. Job Duty 5 - Coordinate new employee intake process including initiation of related documentation and data input. Job Duty 6 - Maintain unit administrative related policies and procedures. Job Duty 7 - Perform other duties as assigned","Educational Requirements High school diploma, GED Certificate or Vocational School Diploma Required Experience Six years of job related experience","1) Coordinate travel for division, including submission of Travel Authorizations and Expense Statements 2) Provide support for all internal and external meetings 3) Assist with hiring and onboarding of new employees 4) Document policy and process updates and provide guidance to division team members 5) Data entry and administrative support for larger projects","SKILLS This position requires advanced skills in general office operations to include budget administration, procurement processing, records management, building access and maintenance and staging operations. Use of office related computer applications is required.","This is not a supervisory position. This position does not have any financial responsibilities. This position will not be required to drive. This role is not considered a position of trust. This position does not require a purchasing card (P-Card). This position will not travel. This position does not require security clearance. This position is located in Atlanta, GA Salary Job Grade A7 Recruiting Range: $47,872.- $82,339",Successful candidate must be able to pass a background check. Please visit http://policylibrary.gatech.edu/employment/pre-employment-screening .,,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=296503&PostingSeq=1,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=296503&PostingSeq=1,2026-04-07T18:40:07.635924+00:00
297016,Manager - Financial,,Electrical & Computer Engr,"Atlanta, Georgia",04/07/2026,Full-Time,Regular,,"Atlanta, Georgia","Overview Georgia Tech prides itself on its technological resources, collaborations, high-quality student body, and its commitment to building an outstanding and diverse community of learning, discovery, and creation. We strongly encourage applicants whose values align with our institutional values, as outlined in our Strategic Plan. These values include academic excellence, diversity of thought and experience, inquiry and innovation, collaboration and community, and ethical behavior and stewardship. Georgia Tech has policies to promote a healthy work-life balance and is aware that attracting faculty may require meeting the needs of two careers. About Georgia Tech Georgia Tech is a top-ranked public research university situated in the heart of Atlanta, a diverse and vibrant city with numerous economic and cultural strengths. The Institute serves more than 45,000 students through top-ranked undergraduate, graduate, and executive programs in engineering, computing, science, business, design, and liberal arts. Georgia Tech's faculty attracted more than $1.4 billion in research awards this past year in fields ranging from biomedical technology to artificial intelligence, energy, sustainability, semiconductors, neuroscience, and national security. Georgia Tech ranks among the nation's top 20 universities for research and development spending and No. 1 among institutions without a medical school. Georgia Tech's Mission and Values Georgia Tech's mission is to develop leaders who advance technology and improve the human condition. The Institute has nine key values that are foundational to everything we do: 1. Students are our top priority. 2. We strive for excellence. 3. We thrive on diversity. 4. We celebrate collaboration. 5. We champion innovation. 6. We safeguard freedom of inquiry and expression. 7. We nurture the wellbeing of our community. 8. We act ethically. 9. We are responsible stewards. Over the next decade, Georgia Tech will become an example of inclusive innovation, a leading technological research university of unmatched scale, relentlessly committed to serving the public good; breaking new ground in addressing the biggest local, national, and global challenges and opportunities of our time; making technology broadly accessible; and developing exceptional, principled leaders from all backgrounds ready to produce novel ideas and create solutions with real human impact. Department Information The School of Electrical and Computer Engineering (ECE) at the Georgia Institute of Technology is one of the largest producers of electrical engineers and computer engineers in the United States. Almost 2,600 students are enrolled in the School's graduate and undergraduate programs, and in the last academic year, 801 degrees were awarded. All ECE undergraduate and graduate programs are in the top five of the most recent college rankings by U.S. News & World Report. In addition to the main campus in Atlanta, Georgia, ECE also has permanent operations at Georgia Tech-Lorraine in France. Graduate students who spend at least one semester each at of the Georgia Tech locations (Atlanta, Lorraine, on two continents, North America and Europe) can earn the Georgia Tech Global Engineering Immersion Program (GEIP) Certificate when they receive the Georgia Tech M.S. degree. Over 110 ECE faculty members are involved in 11 areas of research and education: bioengineering, computer systems and software, digital signal processing, electrical energy, electromagnetics, electronic design and applications, nanotechnology, optics and photonics, systems and controls, telecommunications, and VLSI systems and digital design: and the School is either home to or a key player in almost 20 research centers and consortia. ECE is key to Georgia Tech's growing reputation as an internationally recognized educational and research and development university. ECE is firmly committed to sustaining excellence in traditional areas of strength and venturing into burgeoning areas of opportunity.","The Manager of Finance is responsible for overseeing a team of finance professionals, guiding their development while ensuring the accurate management of financial operations. This position emphasizes strategic leadership, fostering collaboration, and aligning the team's goals with the institution's financial objectives.","Job Duty 1 - Lead and supervise a team of financial professionals to ensure their professional development and enhance the overall performance of the finance department. Job Duty 2 - Develop and implement strategic financial plans that align with the institution's goals and objectives while fostering collaboration among various departments. Job Duty 3 - Oversee the preparation and accuracy of financial reports, ensuring compliance with regulatory standards and timely dissemination to key stakeholders. Job Duty 4 - Conduct regular meetings with team members to discuss progress, address challenges, and set goals that contribute to the department's success. Job Duty 5 - Provide mentorship and support to team members by offering guidance on complex financial issues and facilitating their professional growth. Job Duty 6 - Monitor departmental budgets and financial performance, implementing corrective actions as necessary to meet financial objectives. Job Duty 7 - Advocate for the finance team's needs during resource allocation discussions, ensuring the team has the necessary tools and support to succeed. Job Duty 8 - Foster a culture of accountability and continuous improvement within the finance department by encouraging innovation and best practices among team members. Job Duty 9 - Collaborate with senior leadership to align departmental strategies with institutional priorities and ensure effective resource allocation. Job Duty 10 - Perform other job-related duties as assigned.","Educational Requirements Bachelor's Degree in related discipline or equivalent, related experience; advanced certification may be preferred or required. Required Experience Five or more years of relevant experience including three or more years of supervisory knowledge.","Preferred Educational Qualifications Master's Degree in related discipline or equivalent, related experience; advanced certification may be preferred or required.",,"Salary range: $63,303.00 - $85,000.00 Location: Atlanta, GA Job grade: G08 This is not a supervisory position. This position does have any financial responsibilities. This position will not be required to drive. This role is considered a position of trust. This position does not require a purchasing card (P-Card). This position will not travel This position does not require security clearance.","A successful candidate must be able to pass a background check, which will include a credit check. Please visit http://policylibrary.gatech.edu/employment/pre-employment-screening",,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297016&PostingSeq=1,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297016&PostingSeq=1,2026-04-07T18:40:08.147968+00:00
297049,Research Intern (GTRI-Applied Systems Lab),,GTRI-Applied Systems Lab,"Atlanta, Georgia",04/07/2026,Full-Time,Temporary,,"Atlanta, Georgia","Georgia Tech prides itself on its technological resources, collaborations, high-quality student body, and its commitment to building an outstanding and diverse community of learning, discovery, and creation. We strongly encourage applicants whose values align with our institutional values, as outlined in our Strategic Plan. These values include academic excellence, diversity of thought and experience, inquiry and innovation, collaboration and community, and ethical behavior and stewardship. Georgia Tech has policies to promote a healthy work-life balance and is aware that attracting faculty may require meeting the needs of two careers. About Georgia Tech Georgia Tech is a top-ranked public research university situated in the heart of Atlanta, a diverse and vibrant city with numerous economic and cultural strengths. The Institute serves more than 45,000 students through top-ranked undergraduate, graduate, and executive programs in engineering, computing, science, business, design, and liberal arts. Georgia Tech's faculty attracted more than $1.4 billion in research awards this past year in fields ranging from biomedical technology to artificial intelligence, energy, sustainability, semiconductors, neuroscience, and national security. Georgia Tech ranks among the nation's top 20 universities for research and development spending and No. 1 among institutions without a medical school. Georgia Tech's Mission and Values Georgia Tech's mission is to develop leaders who advance technology and improve the human condition. The Institute has nine key values that are foundational to everything we do: 1. Students are our top priority. 2. We strive for excellence. 3. We thrive on diversity. 4. We celebrate collaboration. 5. We champion innovation. 6. We safeguard freedom of inquiry and expression. 7. We nurture the wellbeing of our community. 8. We act ethically. 9. We are responsible stewards. Over the next decade, Georgia Tech will become an example of inclusive innovation, a leading technological research university of unmatched scale, relentlessly committed to serving the public good; breaking new ground in addressing the biggest local, national, and global challenges and opportunities of our time; making technology broadly accessible; and developing exceptional, principled leaders from all backgrounds ready to produce novel ideas and create solutions with real human impact.","Under direct supervision, a Research Intern will contribute to projects and/or programs specific to the hiring department. A Research Intern may work across diverse fields related to their field of study or other areas of interest. This role may work in a laboratory setting, closed laboratory, field sites, or office. A Research Intern may contribute to projects and/or programs, which may require safety training as a prerequisite. This role will interact consistently with unit management, staff, faculty, and students.",,,,,This is not a supervisory position. This position does not have any financial responsibilities. This position will not be required to drive. This role is not considered a position of trust. This position does not require a purchasing card (P-Card). This position will not travel This position does not require security clearance.,,,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297049&PostingSeq=1,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297049&PostingSeq=1,2026-04-07T18:40:08.650428+00:00
297030,Research Intern (PIN Summer Internship),,EI2 - Resident Instruction,"Atlanta, Georgia",04/07/2026,Full-Time,Temporary,,"Atlanta, Georgia","Georgia Tech prides itself on its technological resources, collaborations, high-quality student body, and its commitment to building an outstanding and diverse community of learning, discovery, and creation. We strongly encourage applicants whose values align with our institutional values, as outlined in our Strategic Plan. These values include academic excellence, diversity of thought and experience, inquiry and innovation, collaboration and community, and ethical behavior and stewardship. Georgia Tech has policies to promote a healthy work-life balance and is aware that attracting faculty may require meeting the needs of two careers. About Georgia Tech Georgia Tech is a top-ranked public research university situated in the heart of Atlanta, a diverse and vibrant city with numerous economic and cultural strengths. The Institute serves more than 45,000 students through top-ranked undergraduate, graduate, and executive programs in engineering, computing, science, business, design, and liberal arts. Georgia Tech's faculty attracted more than $1.4 billion in research awards this past year in fields ranging from biomedical technology to artificial intelligence, energy, sustainability, semiconductors, neuroscience, and national security. Georgia Tech ranks among the nation's top 20 universities for research and development spending and No. 1 among institutions without a medical school. Georgia Tech's Mission and Values Georgia Tech's mission is to develop leaders who advance technology and improve the human condition. The Institute has nine key values that are foundational to everything we do: 1. Students are our top priority. 2. We strive for excellence. 3. We thrive on diversity. 4. We celebrate collaboration. 5. We champion innovation. 6. We safeguard freedom of inquiry and expression. 7. We nurture the wellbeing of our community. 8. We act ethically. 9. We are responsible stewards. Over the next decade, Georgia Tech will become an example of inclusive innovation, a leading technological research university of unmatched scale, relentlessly committed to serving the public good; breaking new ground in addressing the biggest local, national, and global challenges and opportunities of our time; making technology broadly accessible; and developing exceptional, principled leaders from all backgrounds ready to produce novel ideas and create solutions with real human impact.","The Partnership for Innovation's (PIN) Summer Internship (PSI) interns are hired as temporary Georgia Tech employees and are subject to all the rules, regulations, and protections afforded as such. Summer Interns agree to comply with any applicable statutes and regulations, the Bylaws and Policies of the Board of Regents of the University System of Georgia (BOR), and all Georgia Tech policies. BOR and Georgia Tech policies are available at www.usg.edu and www.gatech.edu General descriptions of Georgia Tech's fringe benefits, consulting policy, employment policies, and guidelines are available online at www.hr.gatech.edu Partnership for Innovation's Summer Internship is the first regional effort of its kind for civic-minded students to gain hands-on, valuable experience working on real-life problems in a community environment as a way to apply their skills and improve the lives of residents. The program is a part of the Partnership for Innovation (PIN), a public private partnership launched in 2020 to lead coordinated, statewide efforts to catalyze and enhance innovation, creating opportunity and shared economic prosperity for all. The PIN Summer Internship (PSI) uses collaboration, diversity and forward thinking to elevate the outcomes of our communities and environment. Our competitive, immersive 12-week program brings together extraordinary cohorts of interns representing colleges and universities nationwide and communities around the world. With a presence across the Southeast United States, the talent and diversity from these cohorts have demonstrated major feats. The PSI focuses on developing inclusive, intentional collaborations and elevated experiential learning. Guiding next-generation innovators, we challenge interns to confront intricate community challenges using public innovation and civic technologies across Georgia and the Southeast region.",,,,,,Successful candidate must be able to pass a background check. Please visit http://policylibrary.gatech.edu/employment/pre-employment-screening,,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297030&PostingSeq=1,https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297030&PostingSeq=1,2026-04-07T18:40:09.086109+00:00
